WN;PS;PA;PC;PU;PET;PP;SAN;PVC;PE;POM;ABS
1785.77589;0.02841;0.03317;0.04633;0.03453;0.02725;0.02224;0.03632;0.01003;0.01804;0.0144;0.02289
1788.1422;0.02885;0.03321;0.04141;0.0342;0.02575;0.0225;0.03607;0.01064;0.0183;0.01471;0.02148
1790.5078;0.02912;0.03361;0.03747;0.03427;0.02622;0.02327;0.0355;0.01082;0.01854;0.01502;0.02068
1792.87268;0.0298;0.03384;0.0343;0.034;0.02571;0.02319;0.0351;0.01124;0.01872;0.01561;0.01888
1795.23684;0.02979;0.03401;0.0324;0.03491;0.02542;0.02332;0.03503;0.01014;0.01853;0.01691;0.01834
1797.60029;0.03004;0.0341;0.03126;0.03473;0.02473;0.02261;0.03547;0.01078;0.01854;0.01745;0.01879
1799.96302;0.03031;0.03488;0.03021;0.03547;0.02471;0.02258;0.0361;0.01009;0.0182;0.01743;0.01953
1802.32504;0.03051;0.03554;0.03003;0.03599;0.02426;0.02312;0.03674;0.01005;0.01838;0.01657;0.02054
1804.68634;0.0303;0.03578;0.02967;0.03628;0.02408;0.02299;0.03695;0.01061;0.01846;0.01601;0.02121
1807.04693;0.03032;0.03694;0.02896;0.03619;0.02441;0.02331;0.03722;0.00987;0.01869;0.0164;0.02228
1809.4068;0.03025;0.03687;0.02879;0.03727;0.02497;0.0236;0.03721;0.01099;0.01926;0.01606;0.0229
1811.76596;0.0301;0.03731;0.02845;0.03826;0.02513;0.0245;0.03675;0.01118;0.01972;0.01538;0.02299
1814.12441;0.03005;0.0376;0.02821;0.03802;0.02567;0.02453;0.03601;0.01094;0.02004;0.01499;0.024
1816.48214;0.02988;0.03773;0.02804;0.03747;0.02545;0.02478;0.03551;0.0121;0.02012;0.01544;0.02368
1818.83916;0.02979;0.03786;0.0278;0.03733;0.02521;0.02491;0.03553;0.01203;0.02029;0.01574;0.02328
1821.19547;0.02999;0.03784;0.02795;0.03723;0.02473;0.02509;0.03641;0.01224;0.02035;0.0161;0.0249
1823.55106;0.03017;0.03759;0.02804;0.03755;0.02484;0.02559;0.03755;0.01128;0.02012;0.01611;0.0246
1825.90595;0.03042;0.03793;0.02834;0.03822;0.02425;0.02556;0.03889;0.00919;0.02033;0.01559;0.02376
1828.26012;0.03057;0.03849;0.02838;0.03823;0.02398;0.02546;0.04018;0.00941;0.02007;0.01562;0.02447
1830.61358;0.03115;0.03894;0.02842;0.03896;0.02337;0.02542;0.0414;0.00889;0.01997;0.01632;0.02544
1832.96633;0.03123;0.0388;0.02855;0.04112;0.02333;0.02503;0.04213;0.0095;0.0199;0.01632;0.02634
1835.31836;0.03131;0.03941;0.02902;0.04183;0.02267;0.02509;0.0422;0.00947;0.02017;0.01613;0.02692
1837.66969;0.03143;0.03959;0.02899;0.04084;0.022;0.02495;0.04185;0.00927;0.02012;0.01597;0.027
1840.02031;0.03162;0.04068;0.02934;0.04021;0.02129;0.02516;0.0413;0.00961;0.02014;0.01635;0.02643
1842.37021;0.0317;0.04173;0.02905;0.03944;0.02069;0.02568;0.04102;0.00974;0.02041;0.01589;0.02614
1844.71941;0.03177;0.0424;0.02929;0.03919;0.02048;0.02614;0.04121;0.00862;0.02057;0.01592;0.02759
1847.0679;0.03147;0.04303;0.02948;0.03885;0.02034;0.02654;0.04151;0.00745;0.02041;0.01598;0.02653
1849.41568;0.0313;0.04273;0.02962;0.03917;0.02072;0.02628;0.04194;0.00697;0.02071;0.01609;0.02531
1851.76275;0.03136;0.04283;0.02983;0.03967;0.02118;0.02661;0.04228;0.00874;0.02038;0.01691;0.02478
1854.10911;0.03167;0.04244;0.02969;0.04061;0.02175;0.02662;0.04242;0.00976;0.02061;0.01813;0.02362
1856.45477;0.03185;0.04174;0.0296;0.0425;0.02211;0.02649;0.04258;0.01067;0.02114;0.01886;0.02252
1858.79971;0.032;0.04144;0.02949;0.0429;0.02234;0.02675;0.04269;0.01139;0.02153;0.01915;0.02119
1861.14395;0.03223;0.04179;0.02978;0.04265;0.02251;0.02659;0.043;0.01131;0.02187;0.0195;0.02027
1863.48748;0.03255;0.04256;0.02948;0.04342;0.02247;0.0273;0.04347;0.01143;0.02218;0.01935;0.02009
1865.83031;0.03218;0.04337;0.02949;0.04221;0.02268;0.02786;0.04452;0.0121;0.02238;0.01875;0.02075
1868.17243;0.0321;0.04446;0.02932;0.04229;0.0223;0.02841;0.04577;0.0104;0.02242;0.01791;0.02275
1870.51384;0.03179;0.04514;0.02978;0.04314;0.02226;0.02829;0.04697;0.01038;0.02216;0.01722;0.0241
1872.85455;0.03187;0.0457;0.03024;0.04306;0.02201;0.02759;0.04776;0.0123;0.02204;0.01605;0.02463
1875.19455;0.03235;0.04629;0.03099;0.04249;0.0209;0.02765;0.04821;0.01352;0.0219;0.01567;0.02493
1877.53384;0.03254;0.04619;0.03106;0.04248;0.02069;0.02742;0.0485;0.01374;0.0222;0.01578;0.02562
1879.87243;0.03299;0.04644;0.03129;0.04239;0.02043;0.02672;0.04894;0.01315;0.02237;0.01537;0.02548
1882.21032;0.03309;0.04648;0.03138;0.04245;0.02085;0.02744;0.04956;0.01224;0.02225;0.01595;0.02566
1884.5475;0.03327;0.0466;0.03184;0.04192;0.02083;0.02728;0.05041;0.01073;0.0225;0.01624;0.02551
1886.88398;0.03317;0.04601;0.03129;0.04253;0.02144;0.02815;0.05133;0.01016;0.02234;0.01659;0.02587
1889.21975;0.03272;0.04553;0.03114;0.04192;0.02172;0.02833;0.05235;0.00992;0.0225;0.01744;0.02623
1891.55482;0.03286;0.04568;0.03048;0.04343;0.02192;0.02915;0.0528;0.00927;0.02272;0.01852;0.02582
1893.88919;0.03325;0.04612;0.03064;0.04539;0.02227;0.02986;0.05269;0.01005;0.02259;0.01904;0.02622
1896.22285;0.03343;0.04667;0.03037;0.04596;0.02149;0.03025;0.05208;0.0118;0.02249;0.01849;0.02565
1898.55582;0.03365;0.04722;0.031;0.0466;0.02068;0.03062;0.05159;0.01262;0.0227;0.01894;0.02593
1900.88808;0.03343;0.04745;0.03135;0.04708;0.0209;0.02993;0.05148;0.0127;0.02275;0.0193;0.02607
1903.21963;0.03362;0.04928;0.03126;0.04711;0.02077;0.02988;0.05195;0.01174;0.023;0.01865;0.02599
1905.55049;0.03366;0.04977;0.0317;0.04645;0.02167;0.0308;0.05312;0.01131;0.02325;0.0187;0.02549
1907.88064;0.03379;0.04938;0.03198;0.04525;0.02164;0.03053;0.05472;0.01164;0.02358;0.01797;0.02483
1910.2101;0.03401;0.04935;0.03235;0.0447;0.02218;0.03089;0.05651;0.01168;0.02374;0.01738;0.026
1912.53885;0.03433;0.04903;0.03231;0.04409;0.02209;0.03038;0.05808;0.01152;0.02407;0.01769;0.02548
1914.8669;0.03493;0.04911;0.032;0.0446;0.02233;0.03049;0.05876;0.01101;0.02415;0.01797;0.02479
1917.19426;0.03566;0.0493;0.03214;0.04545;0.02251;0.03049;0.05832;0.00927;0.02385;0.01769;0.02525
1919.52091;0.0359;0.04957;0.03206;0.04599;0.0222;0.03009;0.05708;0.01049;0.02369;0.01764;0.02618
1921.84686;0.0361;0.04949;0.03228;0.04668;0.02201;0.02933;0.05551;0.01088;0.02374;0.01839;0.02638
1924.17212;0.03558;0.04955;0.03181;0.04646;0.02245;0.02823;0.05393;0.01058;0.02369;0.01856;0.02603
1926.49667;0.03564;0.05047;0.03158;0.0463;0.0223;0.02913;0.05273;0.00935;0.02412;0.01782;0.02623
1928.82053;0.03554;0.05048;0.03191;0.04563;0.02296;0.02987;0.05219;0.00983;0.02433;0.01771;0.02674
1931.14369;0.03542;0.0502;0.03189;0.04533;0.02293;0.03083;0.05215;0.01049;0.02446;0.01814;0.02724
1933.46615;0.03566;0.05092;0.03207;0.04484;0.02297;0.03221;0.05279;0.01093;0.02455;0.01793;0.02769
1935.78791;0.03576;0.05113;0.03207;0.04505;0.02258;0.03208;0.05375;0.01194;0.02469;0.01823;0.02646
1938.10898;0.03625;0.05094;0.03181;0.04498;0.02211;0.03201;0.05446;0.01062;0.0247;0.01862;0.02603
1940.42935;0.03648;0.0512;0.0318;0.04523;0.02179;0.0324;0.05474;0.01121;0.02453;0.01895;0.02561
1942.74902;0.03663;0.05142;0.03167;0.04478;0.02161;0.0325;0.05505;0.0129;0.02451;0.01928;0.02567
1945.068;0.03678;0.05123;0.03125;0.04563;0.02181;0.03212;0.05517;0.01329;0.02473;0.01933;0.02508
1947.38628;0.03623;0.0513;0.03084;0.04508;0.0224;0.03183;0.05517;0.01228;0.02481;0.01911;0.0258
1949.70386;0.03659;0.05112;0.03106;0.0456;0.02326;0.03186;0.05531;0.01171;0.02495;0.01885;0.02626
1952.02075;0.03642;0.05125;0.03121;0.0464;0.02307;0.03172;0.05561;0.01111;0.02487;0.01925;0.02727
1954.33694;0.03649;0.05125;0.03138;0.04678;0.02357;0.03234;0.05568;0.00968;0.02474;0.0195;0.02832
1956.65244;0.03683;0.05162;0.03173;0.04728;0.02368;0.032;0.05609;0.01034;0.02459;0.01955;0.02918
1958.96725;0.03695;0.05185;0.03226;0.04813;0.02427;0.03135;0.0564;0.01116;0.02444;0.01932;0.02862
1961.28136;0.03728;0.05221;0.03261;0.04751;0.02373;0.03181;0.05652;0.00965;0.02472;0.01939;0.02942
1963.59477;0.03719;0.05278;0.03272;0.04761;0.02383;0.03257;0.05692;0.01142;0.02475;0.01907;0.02844
1965.90749;0.03749;0.05343;0.03318;0.04728;0.02361;0.0325;0.05775;0.01179;0.02513;0.01923;0.02756
1968.21952;0.03743;0.05327;0.0336;0.04778;0.02414;0.03258;0.05831;0.01157;0.02508;0.01909;0.027
1970.53086;0.037;0.05339;0.03382;0.04735;0.0245;0.0327;0.05908;0.01202;0.0253;0.01839;0.02648
1972.8415;0.0371;0.05271;0.03414;0.04874;0.025;0.03323;0.05988;0.01281;0.02521;0.01822;0.02491
1975.15145;0.03707;0.05236;0.03423;0.0482;0.02397;0.03321;0.06088;0.0125;0.02538;0.01776;0.02404
1977.46071;0.03717;0.05263;0.0345;0.04817;0.02405;0.03384;0.06159;0.01234;0.02532;0.01764;0.02539
1979.76927;0.03708;0.05318;0.03415;0.04859;0.02439;0.03328;0.06226;0.01388;0.02529;0.0184;0.02714
1982.07715;0.03702;0.05353;0.03389;0.0501;0.02558;0.03339;0.06256;0.01441;0.02519;0.01857;0.0267
1984.38433;0.03687;0.05417;0.03358;0.04988;0.02526;0.0328;0.06248;0.01347;0.02578;0.01878;0.02743
1986.69082;0.03665;0.05535;0.03326;0.05085;0.02605;0.03213;0.06276;0.01332;0.02577;0.01928;0.0267
1988.99662;0.03634;0.05635;0.03364;0.05054;0.02576;0.03203;0.06308;0.01231;0.02608;0.02026;0.027
1991.30174;0.03601;0.05613;0.03404;0.05023;0.02658;0.03202;0.06329;0.01119;0.02598;0.02077;0.02647
1993.60616;0.03589;0.05609;0.03431;0.051;0.02674;0.03268;0.06403;0.0104;0.02611;0.02005;0.02572
1995.90989;0.03627;0.05547;0.03444;0.05117;0.02664;0.0335;0.06479;0.0092;0.02593;0.02005;0.02421
1998.21293;0.03696;0.05571;0.03455;0.04984;0.02588;0.0333;0.06605;0.00939;0.02598;0.01952;0.02496
2000.51528;0.03731;0.05599;0.03459;0.04999;0.02492;0.03375;0.06714;0.00922;0.0257;0.01951;0.02655
2002.81695;0.03755;0.05694;0.03393;0.05075;0.02444;0.0344;0.06803;0.01058;0.02586;0.01979;0.02798
2005.11792;0.03793;0.0565;0.03347;0.05167;0.02404;0.03451;0.06836;0.01123;0.0255;0.02058;0.02862
2007.41821;0.03817;0.05665;0.03293;0.05134;0.02359;0.03348;0.068;0.01114;0.02568;0.02127;0.02912
2009.71781;0.03799;0.05734;0.03309;0.0537;0.02404;0.03324;0.0679;0.01117;0.02553;0.0211;0.02964
2012.01672;0.03797;0.05725;0.03321;0.0543;0.02415;0.03347;0.06762;0.01154;0.02571;0.02183;0.02994
2014.31494;0.03818;0.0572;0.03343;0.05366;0.0248;0.03369;0.06715;0.01205;0.02592;0.02221;0.0302
2016.61248;0.03817;0.05626;0.03394;0.05318;0.02537;0.03379;0.0667;0.01198;0.02588;0.02167;0.02951
2018.90933;0.0382;0.05641;0.03428;0.0525;0.02548;0.03323;0.06605;0.01136;0.02622;0.02137;0.02919
2021.20549;0.0382;0.05674;0.03445;0.05143;0.02484;0.03308;0.06573;0.0115;0.02622;0.0204;0.03019
2023.50097;0.03802;0.05658;0.03476;0.05079;0.02436;0.03331;0.06564;0.01127;0.02623;0.01956;0.03021
2025.79576;0.03763;0.0572;0.03483;0.05128;0.02417;0.03373;0.0661;0.01231;0.02616;0.0194;0.03066
2028.08987;0.0375;0.05699;0.03459;0.05081;0.02365;0.03371;0.06655;0.01351;0.02587;0.01955;0.03075
2030.38329;0.03744;0.05784;0.03449;0.05084;0.02339;0.03373;0.06732;0.01329;0.02599;0.01892;0.03067
2032.67603;0.03727;0.05795;0.03448;0.05228;0.02408;0.03383;0.06849;0.01248;0.02604;0.01831;0.03125
2034.96808;0.03756;0.05827;0.03449;0.05278;0.02421;0.03402;0.06958;0.01352;0.02612;0.01923;0.03077
2037.25944;0.0377;0.05833;0.03509;0.05207;0.02417;0.03468;0.0699;0.0143;0.02624;0.01987;0.02992
2039.55013;0.03754;0.0577;0.03532;0.05142;0.02418;0.03465;0.06941;0.01389;0.0266;0.02041;0.02815
2041.84013;0.03757;0.0575;0.03545;0.0526;0.02432;0.03489;0.06841;0.01272;0.02671;0.02098;0.02807
2044.12944;0.03761;0.05725;0.03535;0.05316;0.02387;0.03513;0.06727;0.01235;0.02647;0.02158;0.027
2046.41807;0.03757;0.05713;0.03546;0.05221;0.02407;0.03559;0.06637;0.01168;0.02634;0.02131;0.02603
2048.70602;0.03757;0.05713;0.03508;0.05195;0.02476;0.03517;0.06613;0.01153;0.02623;0.02117;0.02568
2050.99329;0.03776;0.05813;0.03453;0.05062;0.0244;0.03465;0.06614;0.01092;0.02635;0.02065;0.02565
2053.27987;0.03798;0.05949;0.03449;0.05064;0.02394;0.03482;0.0669;0.01081;0.02643;0.02012;0.02712
2055.56578;0.0382;0.05989;0.03415;0.05046;0.02456;0.03465;0.06792;0.00943;0.02644;0.02036;0.0283
2057.851;0.03866;0.0605;0.03462;0.05169;0.02437;0.03436;0.06881;0.01052;0.02667;0.02043;0.02864
2060.13554;0.03881;0.06073;0.03501;0.05182;0.02443;0.03481;0.06905;0.01071;0.0266;0.02046;0.02772
2062.4194;0.03897;0.06102;0.03466;0.05177;0.02514;0.03485;0.06902;0.01029;0.0271;0.02038;0.02788
2064.70257;0.03908;0.06046;0.03477;0.05387;0.02531;0.03543;0.06885;0.0108;0.0268;0.02047;0.02931
2066.98507;0.03904;0.05995;0.03485;0.05439;0.02512;0.03563;0.06838;0.01176;0.02648;0.02035;0.02903
2069.26689;0.03885;0.05967;0.03503;0.05243;0.02493;0.03675;0.06799;0.0121;0.02612;0.02034;0.02943
2071.54802;0.03889;0.05948;0.03494;0.05137;0.0252;0.03649;0.06789;0.012;0.02597;0.02065;0.02965
2073.82848;0.03881;0.05992;0.03491;0.05125;0.02461;0.03575;0.06788;0.01198;0.02585;0.02113;0.03014
2076.10826;0.0385;0.06;0.03484;0.05161;0.02472;0.03582;0.06848;0.0121;0.02584;0.02118;0.03108
2078.38736;0.03847;0.05948;0.0346;0.05219;0.0252;0.03584;0.06934;0.01127;0.02555;0.02171;0.03066
2080.66578;0.03865;0.05873;0.0349;0.05388;0.02543;0.03506;0.07008;0.01142;0.02578;0.02175;0.03028
2082.94352;0.03864;0.05881;0.03476;0.05279;0.02607;0.03469;0.07131;0.01019;0.02592;0.02152;0.02956
2085.22058;0.03865;0.05847;0.03452;0.05272;0.02694;0.03414;0.0729;0.01025;0.02636;0.02156;0.03023
2087.49697;0.03864;0.05719;0.03442;0.05389;0.02633;0.03499;0.07432;0.01027;0.02661;0.0214;0.02969
2089.77268;0.0388;0.05704;0.03459;0.05353;0.02568;0.03517;0.07535;0.01027;0.02693;0.02124;0.02906
2092.04771;0.03878;0.0579;0.03474;0.0521;0.02496;0.03564;0.07581;0.0106;0.02708;0.02195;0.02818
2094.32206;0.03911;0.05927;0.03486;0.05183;0.02478;0.03563;0.07573;0.00991;0.02717;0.0211;0.02766
2096.59574;0.03935;0.06044;0.03519;0.05209;0.02464;0.03533;0.0751;0.00935;0.02729;0.02066;0.02771
2098.86874;0.03926;0.06139;0.03521;0.05248;0.02494;0.03549;0.07481;0.00853;0.02725;0.02002;0.02766
2101.14106;0.03955;0.06187;0.03514;0.05373;0.02525;0.03545;0.07445;0.0094;0.02689;0.01971;0.02774
2103.41271;0.0395;0.06251;0.03481;0.05375;0.0254;0.03496;0.07454;0.00946;0.02672;0.02019;0.02821
2105.68368;0.03955;0.06276;0.03462;0.05334;0.02601;0.03463;0.07537;0.00848;0.02702;0.02052;0.02895
2107.95398;0.03946;0.0618;0.03478;0.05351;0.02626;0.03478;0.07667;0.00887;0.02737;0.02135;0.02971
2110.22361;0.03958;0.06049;0.03457;0.05364;0.02623;0.03574;0.07797;0.00963;0.02761;0.02174;0.02908
2112.49255;0.03952;0.06044;0.03476;0.05349;0.02651;0.03565;0.07902;0.01064;0.02801;0.02187;0.0292
2114.76083;0.03952;0.06007;0.03477;0.05337;0.02663;0.03563;0.07925;0.01203;0.02786;0.02244;0.02933
2117.02843;0.04027;0.06016;0.03524;0.05345;0.02637;0.03646;0.07907;0.01222;0.02767;0.02152;0.02988
2119.29535;0.04019;0.06011;0.03566;0.05336;0.02632;0.03613;0.0785;0.01333;0.02754;0.02146;0.02994
2121.56161;0.04025;0.0601;0.03558;0.05414;0.02624;0.03605;0.07808;0.01414;0.0273;0.02067;0.03082
2123.82719;0.04047;0.06034;0.03605;0.05459;0.02661;0.03614;0.07745;0.01406;0.02689;0.0199;0.03154
2126.09209;0.04056;0.06062;0.03603;0.05424;0.02642;0.0361;0.07721;0.01282;0.02657;0.02064;0.03191
2128.35633;0.04048;0.06031;0.03623;0.05363;0.02684;0.03562;0.0768;0.01192;0.02681;0.02014;0.03233
2130.61989;0.04014;0.05939;0.03622;0.05309;0.0266;0.03559;0.07649;0.01158;0.02709;0.02003;0.03145
2132.88278;0.0401;0.05945;0.03595;0.05274;0.02669;0.03585;0.07602;0.0124;0.02716;0.0201;0.03056
2135.145;0.04004;0.05947;0.03605;0.05293;0.02704;0.0354;0.07542;0.01234;0.02755;0.02016;0.02884
2137.40655;0.03988;0.05867;0.03551;0.0541;0.02669;0.03473;0.07454;0.01278;0.02709;0.02115;0.02924
2139.66742;0.03981;0.05834;0.03559;0.0549;0.0262;0.03466;0.07366;0.01269;0.02702;0.02165;0.02744
2141.92763;0.03958;0.05833;0.03536;0.05526;0.02623;0.0343;0.07261;0.01345;0.0273;0.02228;0.02648
2144.18716;0.03952;0.0588;0.03524;0.05613;0.02608;0.03456;0.07185;0.01399;0.0274;0.02196;0.02695
2146.44602;0.03942;0.05937;0.03538;0.05619;0.02628;0.03401;0.07143;0.01307;0.02704;0.02203;0.02816
2148.70422;0.03933;0.05968;0.03508;0.05577;0.02673;0.0341;0.07125;0.01223;0.02666;0.02243;0.0293
2150.96174;0.03889;0.05971;0.03506;0.05444;0.02692;0.03401;0.07094;0.01234;0.0267;0.02169;0.02983
2153.2186;0.03854;0.0596;0.03495;0.05497;0.0266;0.03404;0.07077;0.01247;0.02674;0.0219;0.02994
2155.47479;0.03848;0.06014;0.03505;0.05521;0.0265;0.03395;0.07098;0.01224;0.02708;0.02162;0.02949
2157.7303;0.03862;0.06013;0.03528;0.0557;0.02644;0.03302;0.07138;0.01191;0.02723;0.02161;0.0291
2159.98515;0.03865;0.06009;0.03486;0.05692;0.02623;0.03219;0.07179;0.01301;0.02705;0.02136;0.02937
2162.23933;0.03859;0.06025;0.03547;0.05796;0.02597;0.03213;0.07199;0.01426;0.02742;0.02127;0.0276
2164.49284;0.03882;0.06032;0.03587;0.05714;0.02579;0.0329;0.07222;0.01429;0.02803;0.02111;0.02748
2166.74569;0.03895;0.05993;0.03568;0.05686;0.0257;0.03295;0.07271;0.01531;0.02847;0.02053;0.0281
2168.99787;0.03894;0.05926;0.03534;0.05568;0.02535;0.03217;0.07306;0.01501;0.02881;0.02069;0.02974
2171.24938;0.03888;0.05879;0.03508;0.05423;0.02534;0.03289;0.07294;0.01495;0.02941;0.02096;0.02903
2173.50022;0.03908;0.05795;0.03509;0.05317;0.02506;0.03353;0.07251;0.01505;0.03034;0.02182;0.02878
2175.7504;0.03891;0.05767;0.035;0.05381;0.02547;0.03376;0.07196;0.01508;0.03061;0.02211;0.02984
2177.99991;0.03875;0.05793;0.03519;0.05416;0.02575;0.03409;0.07174;0.01396;0.03115;0.02251;0.02962
2180.24876;0.03897;0.05808;0.03526;0.05428;0.02552;0.03423;0.07192;0.01354;0.03074;0.02249;0.02918
2182.49694;0.03929;0.05918;0.03526;0.05563;0.02631;0.03457;0.07285;0.01376;0.03015;0.02168;0.02853
2184.74445;0.0392;0.06025;0.03561;0.05578;0.02668;0.03511;0.07439;0.0141;0.02919;0.02117;0.02764
2186.9913;0.03927;0.06088;0.03554;0.0548;0.0267;0.03552;0.07659;0.01337;0.02817;0.02078;0.02819
2189.23748;0.03966;0.06115;0.03533;0.05508;0.02712;0.03545;0.0784;0.01227;0.02713;0.02052;0.02855
2191.483;0.03978;0.06132;0.03523;0.05503;0.02648;0.03384;0.07936;0.01208;0.02644;0.02048;0.02893
2193.72786;0.03975;0.06115;0.03494;0.05395;0.02609;0.0326;0.07948;0.01176;0.02595;0.02108;0.02791
2195.97205;0.04017;0.06046;0.03446;0.05446;0.02607;0.03209;0.07885;0.01254;0.02556;0.02145;0.02829
2198.21558;0.0397;0.0597;0.0344;0.05526;0.02577;0.03122;0.07744;0.01287;0.02516;0.02124;0.03021
2200.45845;0.03929;0.0594;0.03468;0.05532;0.02555;0.03142;0.07616;0.01229;0.02523;0.02174;0.03174
2202.70065;0.03906;0.05814;0.0351;0.05493;0.02512;0.03145;0.07557;0.01323;0.02481;0.02151;0.03101
2204.94219;0.03894;0.05785;0.03564;0.05484;0.02577;0.03175;0.07587;0.01419;0.02478;0.02103;0.03227
2207.18307;0.03869;0.05783;0.03558;0.05375;0.02606;0.03187;0.07707;0.01489;0.02468;0.02051;0.03216
2209.42328;0.03873;0.05757;0.03578;0.05313;0.02633;0.03256;0.0784;0.01443;0.02467;0.02049;0.03275
2211.66283;0.03893;0.0576;0.0363;0.05315;0.02719;0.03296;0.07939;0.01307;0.02481;0.02081;0.03274
2213.90172;0.03917;0.05738;0.03644;0.05308;0.02737;0.03233;0.08154;0.01203;0.02494;0.02102;0.03305
2216.13995;0.03908;0.05729;0.03673;0.0531;0.02734;0.03243;0.08671;0.01079;0.02493;0.02142;0.03256
2218.37752;0.03917;0.05746;0.03689;0.05426;0.02714;0.0326;0.09673;0.01041;0.02472;0.02169;0.03284
2220.61443;0.03865;0.05687;0.03711;0.05545;0.02659;0.03218;0.11284;0.01065;0.02453;0.02155;0.03625
2222.85068;0.03843;0.05645;0.03729;0.05655;0.02638;0.03274;0.13557;0.01085;0.02446;0.02168;0.04478
2225.08627;0.03817;0.05607;0.03717;0.05677;0.02622;0.03199;0.16232;0.01195;0.02433;0.02176;0.06191
2227.3212;0.03825;0.05572;0.03654;0.05617;0.02637;0.03176;0.18927;0.01197;0.0244;0.02231;0.09287
2229.55546;0.03841;0.05505;0.0359;0.05567;0.0266;0.03131;0.21167;0.01181;0.02425;0.02176;0.12935
2231.78907;0.03822;0.05509;0.03563;0.05517;0.02669;0.03159;0.2238;0.0125;0.02447;0.02201;0.16767
2234.02202;0.0383;0.05514;0.03553;0.05451;0.02706;0.03074;0.2228;0.01347;0.02448;0.02218;0.19813
2236.25432;0.03845;0.05497;0.03556;0.05431;0.02745;0.03137;0.20933;0.01308;0.02426;0.02249;0.21324
2238.48595;0.03859;0.05544;0.03639;0.05379;0.02668;0.03163;0.18633;0.01362;0.02388;0.0228;0.20966
2240.71692;0.03856;0.05558;0.03701;0.05313;0.02672;0.03125;0.15884;0.01275;0.02325;0.02267;0.1889
2242.94724;0.03837;0.05489;0.03689;0.05346;0.02668;0.03043;0.1318;0.01332;0.02264;0.02182;0.15661
2245.1769;0.03841;0.05434;0.03688;0.05291;0.02711;0.0302;0.10958;0.01441;0.02225;0.02174;0.11863
2247.4059;0.03841;0.05431;0.03627;0.0526;0.02696;0.02915;0.09356;0.01406;0.02212;0.02119;0.08467
2249.63425;0.03867;0.05348;0.03551;0.05185;0.02697;0.02943;0.08414;0.01421;0.02233;0.02086;0.06143
2251.86193;0.0389;0.05278;0.03508;0.05219;0.02701;0.02976;0.07981;0.01451;0.02231;0.0197;0.0467
2254.08897;0.03852;0.05309;0.03491;0.05306;0.02656;0.0305;0.07826;0.01556;0.0229;0.01977;0.0396
2256.31534;0.0387;0.05228;0.03491;0.05338;0.02652;0.03045;0.07752;0.01517;0.02285;0.01972;0.03605
2258.54106;0.0388;0.05273;0.03493;0.05414;0.02641;0.03155;0.07711;0.0138;0.02266;0.01971;0.03417
2260.76613;0.03865;0.05264;0.03528;0.05413;0.02591;0.03257;0.07627;0.01179;0.02241;0.01964;0.03399
2262.99053;0.03813;0.05232;0.0352;0.05426;0.02585;0.03276;0.07543;0.01076;0.02214;0.01974;0.03329
2265.21429;0.03784;0.05177;0.0347;0.05367;0.0255;0.03246;0.0744;0.01124;0.0217;0.02005;0.03314
2267.43739;0.03764;0.05162;0.03467;0.05363;0.02512;0.03247;0.07382;0.0126;0.02139;0.02073;0.03227
2269.65983;0.03748;0.05196;0.03434;0.05336;0.02434;0.03178;0.07346;0.01217;0.02105;0.02073;0.03196
2271.88162;0.0373;0.05143;0.03447;0.05334;0.02489;0.03125;0.07322;0.01455;0.02093;0.02092;0.02973
2274.10276;0.03741;0.05099;0.03481;0.0542;0.02515;0.03097;0.07274;0.01572;0.02057;0.0206;0.02861
2276.32324;0.03725;0.05024;0.03488;0.05454;0.02568;0.03132;0.0722;0.01682;0.02063;0.02066;0.02802
2278.54307;0.0374;0.04955;0.03485;0.05308;0.02622;0.03082;0.07139;0.01622;0.0204;0.02021;0.02829
2280.76225;0.03758;0.04982;0.03513;0.05249;0.02665;0.03077;0.07089;0.01643;0.02023;0.01993;0.02898
2282.98077;0.03751;0.04882;0.03504;0.0515;0.0272;0.03114;0.07006;0.01579;0.0203;0.01945;0.03015
2285.19864;0.03758;0.04922;0.03494;0.05107;0.02683;0.03134;0.06911;0.0167;0.02027;0.01953;0.02929
2287.41586;0.03782;0.04891;0.03473;0.0504;0.02642;0.03122;0.06815;0.01702;0.02036;0.01945;0.03074
2289.63243;0.03804;0.04908;0.03451;0.05113;0.02576;0.03135;0.06783;0.01508;0.02041;0.01959;0.03119
2291.84834;0.03825;0.04968;0.03449;0.05115;0.02529;0.03051;0.06848;0.01349;0.01995;0.02026;0.03094
2294.06361;0.03814;0.0496;0.03484;0.05155;0.0261;0.03073;0.06962;0.01432;0.01981;0.02;0.02841
2296.27822;0.03834;0.04948;0.03461;0.05255;0.0263;0.0308;0.07081;0.01498;0.01962;0.01963;0.02784
2298.49218;0.03833;0.04909;0.03413;0.05329;0.02692;0.03077;0.0719;0.01545;0.01954;0.01936;0.028
2300.7055;0.03843;0.04843;0.03384;0.05282;0.0271;0.02993;0.07276;0.014;0.01925;0.01946;0.02668
2302.91816;0.03898;0.04807;0.03387;0.05197;0.02704;0.03031;0.0733;0.01485;0.01857;0.01962;0.02617
2305.13017;0.03886;0.04721;0.03353;0.05152;0.0269;0.03006;0.07283;0.01517;0.01807;0.01966;0.02755
2307.34153;0.03884;0.04764;0.03362;0.05147;0.02671;0.02899;0.0717;0.01588;0.01773;0.01963;0.02809
