WN;PS;PA;PC;PU;PET;PP;SAN;PVC;PE;POM;ABS
615.99248;0.08668;0.03465;0.02125;0.04456;0.06255;0.00333;0.07642;0.20684;0.01375;0.0214;0.06756
618.72307;0.07769;0.03493;0.02692;0.03897;0.10085;0.00269;0.06785;0.22864;0.01367;0.02402;0.07072
621.45279;0.06185;0.0363;0.04162;0.04218;0.12986;0.00245;0.05614;0.24544;0.01372;0.02712;0.06617
624.18164;0.04252;0.03682;0.06798;0.05731;0.14432;0.0027;0.04413;0.25555;0.01377;0.03051;0.05606
626.90963;0.02684;0.03742;0.09787;0.0806;0.14366;0.00323;0.03375;0.25808;0.01374;0.03326;0.04168
629.63675;0.02033;0.03697;0.12159;0.1033;0.12771;0.00388;0.02634;0.26663;0.0136;0.03515;0.02662
632.363;0.02;0.0353;0.13358;0.11908;0.09811;0.00437;0.02245;0.28394;0.01365;0.03457;0.01681
635.08839;0.0204;0.03379;0.13226;0.12516;0.05987;0.00469;0.02166;0.3025;0.01386;0.03325;0.01577
637.81291;0.02025;0.03237;0.11865;0.12015;0.02651;0.0049;0.02275;0.32394;0.0138;0.03075;0.01703
640.53656;0.01985;0.03037;0.09517;0.1046;0.01124;0.00479;0.02399;0.34685;0.01372;0.02684;0.01786
643.25934;0.01971;0.02882;0.06602;0.08225;0.01318;0.00471;0.02453;0.3611;0.01363;0.02298;0.01827
645.98127;0.01948;0.02723;0.04035;0.05833;0.01701;0.00471;0.02466;0.36148;0.01347;0.01983;0.01836
648.70232;0.01947;0.02604;0.02481;0.04464;0.01825;0.00464;0.02469;0.34706;0.01326;0.01793;0.01744
651.42252;0.01925;0.0257;0.02145;0.03868;0.01821;0.00469;0.02478;0.32167;0.01333;0.01657;0.017
654.14184;0.01893;0.02508;0.02207;0.04017;0.01762;0.00517;0.02485;0.28538;0.01329;0.01532;0.01637
656.86031;0.01866;0.02355;0.02279;0.04108;0.01661;0.00537;0.02487;0.24734;0.01312;0.01409;0.01545
659.57791;0.01873;0.0236;0.02229;0.04123;0.01641;0.00469;0.02481;0.21517;0.0133;0.01182;0.01502
662.29464;0.01851;0.02299;0.02194;0.03936;0.01743;0.00373;0.02471;0.18153;0.01345;0.01088;0.01602
665.01052;0.01843;0.02235;0.02222;0.03617;0.01907;0.00333;0.02461;0.15569;0.01365;0.00998;0.0168
667.72553;0.0186;0.02195;0.02225;0.03389;0.02057;0.00259;0.02451;0.14022;0.01389;0.00872;0.017
670.43968;0.01838;0.02181;0.02261;0.0329;0.02205;0.00271;0.02446;0.12892;0.01364;0.0084;0.01703
673.15296;0.01856;0.02183;0.02285;0.03191;0.02296;0.00315;0.02448;0.12499;0.01368;0.00881;0.01715
675.86539;0.01882;0.02228;0.02324;0.03206;0.02242;0.00325;0.02452;0.12666;0.01348;0.00962;0.01639
678.57695;0.01893;0.02258;0.02346;0.03096;0.02066;0.00326;0.02477;0.13611;0.01334;0.00917;0.01606
681.28765;0.01909;0.02313;0.0235;0.0304;0.01971;0.00356;0.0252;0.14633;0.01329;0.00914;0.01471
683.99749;0.01964;0.02324;0.02276;0.02773;0.02455;0.00392;0.02579;0.16158;0.01329;0.00887;0.01448
686.70647;0.02052;0.02394;0.02209;0.02637;0.03538;0.0036;0.02646;0.18345;0.0133;0.00739;0.01369
689.4146;0.02113;0.02338;0.03119;0.02438;0.04939;0.00349;0.02726;0.19978;0.01328;0.00717;0.01425
692.12186;0.02182;0.02461;0.05338;0.0241;0.06181;0.00389;0.02805;0.21966;0.01341;0.00636;0.01641
694.82826;0.02214;0.02549;0.08814;0.02663;0.07064;0.00387;0.02871;0.23988;0.01369;0.00596;0.01758
697.5338;0.02198;0.02633;0.12521;0.03177;0.07348;0.0041;0.02894;0.25542;0.01391;0.00617;0.01956
700.23849;0.02195;0.02773;0.15421;0.03815;0.07033;0.00393;0.02887;0.26526;0.01421;0.00726;0.02053
702.94231;0.02135;0.02852;0.16981;0.0469;0.06034;0.00365;0.02857;0.26451;0.01429;0.00754;0.02032
705.64528;0.02089;0.02913;0.17013;0.05514;0.04596;0.00357;0.02817;0.25733;0.01467;0.00674;0.01909
708.34739;0.02041;0.02977;0.15444;0.05917;0.03296;0.00369;0.02773;0.24608;0.01525;0.00648;0.01735
711.04864;0.02014;0.03021;0.1264;0.05915;0.02532;0.00377;0.02751;0.23134;0.01556;0.00633;0.01599
713.74904;0.02001;0.03031;0.09356;0.05697;0.02201;0.0032;0.02787;0.2111;0.01555;0.00536;0.01374
716.44858;0.02067;0.03032;0.07055;0.05129;0.02124;0.00342;0.02934;0.18328;0.01557;0.0057;0.01244
719.14726;0.02208;0.03064;0.064;0.04497;0.02184;0.0041;0.03214;0.15919;0.0156;0.00558;0.01279
721.84509;0.02403;0.02935;0.07418;0.03734;0.02279;0.00428;0.03615;0.13678;0.01559;0.00587;0.01303
724.54206;0.02693;0.02872;0.08963;0.03257;0.02323;0.00433;0.04124;0.11626;0.01528;0.00664;0.01534
727.23817;0.03015;0.0286;0.10347;0.02863;0.02355;0.00422;0.04736;0.09556;0.01506;0.00758;0.01851
729.93343;0.03367;0.02791;0.1107;0.02789;0.02311;0.00452;0.05397;0.07781;0.01474;0.0078;0.02424
732.62784;0.03739;0.02809;0.11096;0.02752;0.0223;0.00468;0.06047;0.06575;0.01484;0.00795;0.03055
735.32139;0.04091;0.02774;0.10362;0.02724;0.02214;0.00524;0.06602;0.05973;0.0147;0.00784;0.03705
738.01409;0.04461;0.02766;0.09072;0.02818;0.0211;0.00548;0.07026;0.05397;0.01463;0.00841;0.04332
740.70593;0.04829;0.02828;0.07372;0.03023;0.02054;0.00533;0.0732;0.04709;0.01449;0.00833;0.04845
743.39692;0.05184;0.02829;0.05839;0.03376;0.01955;0.00568;0.07487;0.04308;0.01469;0.0083;0.05042
746.08706;0.05511;0.02828;0.04856;0.03614;0.01957;0.00685;0.0754;0.03996;0.0149;0.00758;0.05234
748.77634;0.05768;0.02695;0.04455;0.03853;0.01985;0.0074;0.0748;0.03826;0.01503;0.00734;0.05184
751.46477;0.0595;0.02679;0.04467;0.04104;0.02009;0.00782;0.07353;0.03618;0.01505;0.00675;0.05028
754.15235;0.05987;0.02706;0.04623;0.04129;0.02061;0.00871;0.07204;0.03211;0.01504;0.0062;0.04916
756.83908;0.05942;0.02792;0.04687;0.04269;0.02168;0.00898;0.07031;0.02931;0.01483;0.00602;0.04868
759.52496;0.05748;0.02996;0.04733;0.04558;0.02235;0.00895;0.06876;0.02681;0.01452;0.00581;0.0482
762.20998;0.05479;0.03191;0.04755;0.05095;0.02356;0.00949;0.06718;0.02516;0.01407;0.00609;0.04724
764.89416;0.05263;0.03205;0.04634;0.05904;0.0239;0.01003;0.06594;0.02264;0.01399;0.00708;0.04622
767.57748;0.05121;0.03265;0.04441;0.07031;0.02474;0.01013;0.06505;0.02061;0.01385;0.00742;0.04455
770.25996;0.05125;0.03152;0.04231;0.08363;0.02606;0.01036;0.06438;0.02047;0.01388;0.00728;0.04171
772.94158;0.05426;0.02944;0.04076;0.09775;0.02935;0.01235;0.06401;0.01971;0.01387;0.00686;0.04195
775.62236;0.06055;0.02669;0.03915;0.10581;0.03598;0.01415;0.0637;0.02015;0.01443;0.00651;0.03984
778.30228;0.06931;0.02352;0.03806;0.10895;0.04644;0.01533;0.06358;0.01957;0.01479;0.00577;0.03859
780.98136;0.07885;0.02108;0.03617;0.10485;0.0583;0.01746;0.06354;0.01887;0.01517;0.00573;0.03748
783.65959;0.08816;0.02017;0.03444;0.09558;0.06866;0.01775;0.06333;0.01768;0.01544;0.00535;0.03677
786.33697;0.09344;0.02093;0.03263;0.08296;0.0761;0.01884;0.06319;0.01667;0.01552;0.00491;0.03625
789.01351;0.09357;0.02155;0.03183;0.0713;0.08034;0.03529;0.06298;0.01511;0.01552;0.0051;0.03515
791.68919;0.08981;0.0216;0.0318;0.05953;0.08181;0.08042;0.06287;0.01364;0.01548;0.00563;0.03374
794.36403;0.08163;0.02282;0.03309;0.05391;0.08054;0.1432;0.06262;0.01208;0.01519;0.00579;0.03244
797.03803;0.07127;0.0238;0.03568;0.05183;0.07808;0.20322;0.06246;0.01162;0.01466;0.00592;0.03142
799.71117;0.06115;0.02407;0.0423;0.05547;0.07557;0.24529;0.06236;0.01155;0.01429;0.00585;0.03072
802.38347;0.05185;0.0247;0.05127;0.05668;0.07572;0.26119;0.06222;0.01136;0.0146;0.00629;0.02928
805.05493;0.0446;0.02408;0.06139;0.0616;0.07875;0.24928;0.06227;0.01125;0.01452;0.00686;0.0284
807.72554;0.03958;0.02456;0.0711;0.06655;0.0817;0.2136;0.06224;0.01245;0.01486;0.00745;0.02853
810.3953;0.03602;0.02587;0.07958;0.07122;0.08442;0.16022;0.06194;0.01265;0.01479;0.00687;0.02969
813.06422;0.03268;0.02796;0.08553;0.0762;0.08718;0.10189;0.06158;0.01368;0.0149;0.00664;0.0312
815.7323;0.0301;0.02958;0.09097;0.07959;0.0879;0.05992;0.06113;0.01521;0.01503;0.00652;0.03218
818.39953;0.02872;0.03296;0.09513;0.0822;0.08913;0.04805;0.06062;0.01717;0.01525;0.00609;0.03421
821.06591;0.02889;0.03667;0.09805;0.08651;0.08899;0.05606;0.06003;0.01734;0.01522;0.00612;0.03552
823.73146;0.03042;0.03915;0.09913;0.08821;0.08804;0.07639;0.0596;0.01896;0.01546;0.00683;0.03652
826.39616;0.0331;0.04002;0.09866;0.09214;0.08711;0.10222;0.05909;0.02226;0.01553;0.00741;0.03558
829.06002;0.03555;0.04104;0.09529;0.09394;0.0891;0.12603;0.05876;0.02452;0.01597;0.00852;0.03453
831.72304;0.03771;0.04087;0.08903;0.09858;0.0957;0.141;0.05872;0.02624;0.01619;0.00828;0.03211
834.38521;0.03911;0.04032;0.08077;0.10417;0.10775;0.14475;0.05859;0.02712;0.01646;0.00852;0.03092
837.04654;0.03897;0.03963;0.07054;0.10864;0.12783;0.13894;0.0583;0.02774;0.0161;0.00787;0.03065
839.70703;0.03765;0.03847;0.06041;0.11178;0.15775;0.12222;0.05798;0.03029;0.01647;0.00762;0.03072
842.36668;0.03565;0.03686;0.05362;0.11361;0.19189;0.09542;0.05759;0.03229;0.01668;0.00758;0.0302
845.02549;0.03324;0.03724;0.04977;0.11819;0.22338;0.06699;0.05712;0.03333;0.01697;0.00733;0.03073
847.68346;0.03182;0.03691;0.04906;0.13127;0.24357;0.04289;0.05643;0.0335;0.0168;0.00795;0.02968
850.34059;0.03057;0.03569;0.0499;0.15155;0.24761;0.03048;0.0556;0.0345;0.01724;0.00839;0.02844
852.99688;0.0298;0.03445;0.05001;0.18428;0.23478;0.02608;0.05462;0.03752;0.01745;0.00921;0.02642
855.65233;0.02943;0.03515;0.0494;0.22025;0.21037;0.0238;0.05395;0.03874;0.01767;0.00992;0.02395
858.30695;0.02925;0.03556;0.04861;0.25375;0.17804;0.02108;0.05355;0.03941;0.01773;0.00966;0.02105
860.96072;0.02895;0.03718;0.04699;0.27578;0.14372;0.01775;0.05334;0.03749;0.01771;0.01013;0.02097
863.61365;0.02896;0.03898;0.0457;0.27734;0.11546;0.01635;0.05337;0.03625;0.01741;0.01089;0.02129
866.26575;0.02913;0.0406;0.04827;0.25953;0.10092;0.01429;0.05363;0.03609;0.01759;0.01174;0.02248
868.91701;0.02927;0.04329;0.05802;0.22518;0.09735;0.01264;0.0541;0.03646;0.01775;0.01316;0.02246
871.56743;0.02889;0.0453;0.07772;0.1815;0.09882;0.01137;0.05452;0.035;0.01771;0.01429;0.02359
874.21702;0.02896;0.04676;0.11776;0.14188;0.10142;0.01035;0.05458;0.03612;0.01731;0.01618;0.02297
876.86576;0.02878;0.0472;0.17404;0.1081;0.10216;0.00997;0.05438;0.03564;0.01772;0.01875;0.02218
879.51368;0.02871;0.04708;0.23697;0.08756;0.09999;0.00988;0.05402;0.03635;0.01776;0.02145;0.02214
882.16075;0.02852;0.04685;0.28928;0.07795;0.09713;0.01227;0.0538;0.03644;0.01722;0.02707;0.02181
884.80699;0.02968;0.04637;0.31659;0.07472;0.09263;0.01547;0.05377;0.0369;0.01703;0.03392;0.0216
887.4524;0.03103;0.04606;0.3134;0.07626;0.08543;0.02013;0.05417;0.03402;0.0166;0.04645;0.02309
890.09697;0.03359;0.04619;0.28188;0.07811;0.07761;0.02349;0.0551;0.03261;0.01579;0.06656;0.02356
892.7407;0.03598;0.04594;0.22817;0.08096;0.07054;0.0234;0.0565;0.03207;0.01512;0.09541;0.02527
895.3836;0.03803;0.04821;0.16313;0.08197;0.06316;0.02286;0.05831;0.03109;0.01481;0.13263;0.02585
898.02567;0.03856;0.04834;0.10056;0.08358;0.05546;0.01983;0.06;0.03152;0.01423;0.1798;0.02741
900.6669;0.03846;0.05064;0.0588;0.08381;0.04766;0.01606;0.06126;0.03372;0.01375;0.23846;0.02652
903.30731;0.03669;0.05351;0.03804;0.08158;0.04042;0.01132;0.06178;0.03375;0.01376;0.33679;0.02776
905.94687;0.03437;0.05869;0.03769;0.07938;0.0339;0.0077;0.06152;0.03418;0.01329;0.49781;0.02912
908.58561;0.03112;0.06354;0.04548;0.07627;0.03031;0.00697;0.06053;0.03425;0.01285;0.6977;0.02988
911.22351;0.02871;0.07066;0.05424;0.07348;0.02805;0.00657;0.0589;0.03554;0.01309;0.87413;0.02933
913.86058;0.02635;0.07934;0.06198;0.07308;0.02668;0.00739;0.05704;0.03412;0.01321;0.98174;0.02864
916.49682;0.02479;0.09029;0.066;0.07389;0.02547;0.00742;0.05534;0.03386;0.0131;1;0.02816
919.13223;0.02383;0.10166;0.06689;0.07441;0.025;0.00691;0.05405;0.03255;0.01324;0.93367;0.02653
921.76681;0.02336;0.10871;0.06523;0.0743;0.02413;0.00921;0.05332;0.03192;0.01339;0.80273;0.02433
924.40055;0.02296;0.10821;0.06199;0.07561;0.02351;0.0144;0.05314;0.03308;0.01318;0.62886;0.02209
927.03347;0.02318;0.10321;0.05768;0.07653;0.02248;0.02118;0.05324;0.03271;0.01284;0.44704;0.01981
929.66556;0.02349;0.09296;0.05429;0.07639;0.02167;0.02693;0.05339;0.03245;0.01242;0.30849;0.02009
932.29681;0.02403;0.08046;0.0536;0.07587;0.02105;0.03063;0.05356;0.03144;0.0117;0.24378;0.01878
934.92724;0.02461;0.06604;0.05353;0.07419;0.021;0.03318;0.05363;0.03201;0.01105;0.22489;0.01811
937.55684;0.02493;0.05326;0.05255;0.07265;0.02017;0.03305;0.05347;0.03336;0.01097;0.21424;0.01698
940.18561;0.02516;0.04621;0.0496;0.07063;0.02029;0.02985;0.05337;0.03233;0.01069;0.19465;0.01766
942.81355;0.02524;0.04376;0.0445;0.068;0.01976;0.02561;0.05361;0.03393;0.01045;0.1651;0.01826
945.44067;0.0259;0.04588;0.03882;0.06621;0.02077;0.0198;0.05426;0.03485;0.01048;0.13734;0.01836
948.06695;0.02628;0.0471;0.0341;0.0647;0.02142;0.01626;0.05541;0.03628;0.01006;0.11949;0.01873
950.69241;0.02728;0.04894;0.03052;0.06614;0.02199;0.01598;0.05707;0.0364;0.00965;0.10683;0.02019
953.31704;0.02833;0.04994;0.02708;0.06863;0.02277;0.02261;0.05886;0.03823;0.00926;0.09666;0.02232
955.94085;0.02928;0.05054;0.02545;0.07248;0.0235;0.04058;0.06071;0.04002;0.00879;0.08467;0.02441
958.56383;0.03012;0.05042;0.0247;0.08013;0.02477;0.071;0.06247;0.04218;0.00836;0.07417;0.02696
961.18598;0.03167;0.05031;0.02377;0.09132;0.02536;0.10369;0.06422;0.0449;0.0082;0.06467;0.02941
963.80731;0.03272;0.04967;0.02338;0.10085;0.02559;0.12785;0.06636;0.04705;0.00856;0.05883;0.03175
966.42782;0.03397;0.04909;0.02284;0.10775;0.02652;0.13797;0.06941;0.04756;0.00865;0.05294;0.03534
969.04749;0.03583;0.0484;0.02209;0.11121;0.02709;0.13386;0.07168;0.05099;0.00896;0.04719;0.038
971.66635;0.04032;0.0472;0.02132;0.10844;0.02805;0.1149;0.0716;0.05009;0.00949;0.04203;0.04203
974.28438;0.04466;0.04509;0.02114;0.09957;0.02803;0.08546;0.07295;0.04899;0.00947;0.03805;0.04613
976.90158;0.04521;0.04252;0.02108;0.08617;0.02768;0.05225;0.08451;0.04726;0.00948;0.03409;0.05174
979.51797;0.04599;0.03901;0.02101;0.06976;0.02822;0.02946;0.11446;0.04694;0.00945;0.03008;0.05751
982.13353;0.08296;0.03631;0.02213;0.05404;0.02878;0.02341;0.16595;0.04489;0.00934;0.02735;0.06317
984.74826;0.19085;0.03327;0.02422;0.04264;0.02883;0.03235;0.23585;0.04445;0.00921;0.0249;0.07359
987.36218;0.34797;0.03103;0.02566;0.03486;0.02908;0.04343;0.31605;0.04173;0.00934;0.02341;0.11209
989.97527;0.4909;0.03071;0.02813;0.02918;0.02993;0.05054;0.39371;0.04095;0.00951;0.02288;0.18929
992.58754;0.58321;0.02936;0.03167;0.02498;0.03088;0.05146;0.45218;0.03988;0.00922;0.02047;0.28813
995.19899;0.611;0.02965;0.03675;0.02327;0.03192;0.04882;0.47272;0.03994;0.00933;0.02004;0.3727
997.80961;0.57357;0.0284;0.0432;0.02139;0.03356;0.04104;0.44519;0.03756;0.00971;0.01947;0.42204
1000.41942;0.47405;0.02684;0.04817;0.02006;0.03453;0.03082;0.3774;0.03699;0.0097;0.02;0.42812
1003.02841;0.32522;0.02551;0.05086;0.01783;0.03595;0.0206;0.28967;0.03595;0.00973;0.01931;0.39213
1005.63657;0.16379;0.02327;0.05073;0.02011;0.03835;0.01501;0.20363;0.03718;0.01016;0.01917;0.31854
1008.24392;0.05207;0.02125;0.05016;0.02371;0.04046;0.01263;0.136;0.03494;0.01053;0.01891;0.21935
1010.85044;0.02371;0.01996;0.04865;0.02968;0.04227;0.01197;0.09721;0.03577;0.01074;0.01944;0.12021
1013.45615;0.05404;0.01976;0.04556;0.0355;0.04462;0.0125;0.09033;0.03523;0.01098;0.01925;0.05712
1016.06104;0.09942;0.02113;0.0424;0.03819;0.04667;0.01352;0.11003;0.03665;0.01073;0.01932;0.04213
1018.66511;0.14431;0.02106;0.03967;0.03956;0.0473;0.01736;0.14422;0.03798;0.01026;0.01812;0.06219
1021.26836;0.17981;0.02273;0.0377;0.04103;0.0486;0.02575;0.17728;0.03823;0.01049;0.01653;0.09383
1023.8708;0.20178;0.02609;0.03585;0.04056;0.04922;0.0354;0.19745;0.03717;0.01087;0.01518;0.1242
1026.47241;0.20474;0.02944;0.03266;0.04066;0.04816;0.04443;0.20123;0.03713;0.01111;0.01375;0.14754
1029.07321;0.18853;0.03303;0.02817;0.04047;0.04708;0.05238;0.1906;0.03632;0.01146;0.01184;0.1583
1031.6732;0.1567;0.03565;0.0238;0.04574;0.04584;0.05663;0.16976;0.03835;0.0119;0.00967;0.15693
1034.27236;0.1171;0.03843;0.02137;0.05264;0.0435;0.05625;0.14413;0.03654;0.01199;0.00805;0.14157
1036.87071;0.08124;0.04131;0.02031;0.06387;0.04118;0.05087;0.11896;0.03829;0.01169;0.00746;0.11584
1039.46825;0.05793;0.04535;0.02018;0.07418;0.03889;0.04149;0.09806;0.03719;0.01128;0.00719;0.08465
1042.06497;0.04756;0.05414;0.02071;0.08058;0.03573;0.03067;0.0836;0.03783;0.01397;0.00696;0.05903
1044.66087;0.04374;0.06739;0.02123;0.08495;0.03249;0.02131;0.07603;0.03882;0.0255;0.00649;0.04438
1047.25596;0.04305;0.08669;0.02183;0.08785;0.03049;0.01493;0.07405;0.03739;0.04694;0.00577;0.03876
1049.85024;0.04396;0.10615;0.0223;0.08932;0.02927;0.00966;0.07517;0.03566;0.07137;0.00551;0.03723
1052.4437;0.04435;0.12065;0.02256;0.09076;0.02782;0.0061;0.07744;0.03729;0.09013;0.00531;0.03755
1055.03634;0.04559;0.13277;0.02225;0.09;0.02772;0.00453;0.07979;0.03875;0.09962;0.005;0.03849
1057.62818;0.04655;0.13968;0.02209;0.09092;0.02833;0.0034;0.08194;0.04098;0.09924;0.00549;0.04075
1060.2192;0.04753;0.14418;0.02221;0.09044;0.0293;0.00296;0.0842;0.04163;0.08973;0.00611;0.0426
1062.80941;0.04813;0.14819;0.02191;0.09202;0.03086;0.00257;0.08623;0.04204;0.0719;0.00679;0.04401
1065.3988;0.04777;0.15665;0.02208;0.09256;0.03314;0.0018;0.08785;0.0424;0.05036;0.00798;0.0467
1067.98739;0.04692;0.16805;0.02352;0.09058;0.03461;0.00183;0.08886;0.04442;0.03174;0.00935;0.0473
1070.57516;0.04547;0.17623;0.0273;0.08734;0.03813;0.00149;0.0891;0.04511;0.02299;0.0098;0.04966
1073.16212;0.04437;0.18026;0.03195;0.08356;0.04183;0.00171;0.0887;0.04574;0.02265;0.01072;0.04942
1075.74827;0.04336;0.17331;0.03624;0.08002;0.04755;2.97E-04;0.08776;0.04619;0.02459;0.01559;0.04889
1078.3336;0.04267;0.15706;0.039;0.07601;0.05419;8.93E-04;0.08681;0.04915;0.02475;0.02622;0.04842
1080.91813;0.04278;0.13562;0.04056;0.07043;0.06239;0.00149;0.08626;0.05146;0.02355;0.04472;0.04816
1083.50185;0.0432;0.1115;0.04057;0.06625;0.07275;0.00309;0.0861;0.05301;0.02204;0.06692;0.0477
1086.08476;0.04382;0.08845;0.03926;0.06024;0.08293;0.00477;0.08635;0.05516;0.02035;0.08623;0.04796
1088.66686;0.04365;0.07408;0.03771;0.05512;0.09302;0.00751;0.08662;0.05806;0.0182;0.1015;0.04684
1091.24815;0.04279;0.06744;0.03943;0.05294;0.10235;0.01064;0.08692;0.06383;0.01684;0.10927;0.04786
1093.82863;0.04101;0.06425;0.04669;0.05035;0.11074;0.01389;0.08673;0.06763;0.01582;0.10621;0.04682
1096.4083;0.03843;0.06319;0.06557;0.0508;0.11927;0.01538;0.08574;0.07133;0.01589;0.09428;0.04802
1098.98717;0.03518;0.06321;0.09914;0.05064;0.12727;0.01526;0.08382;0.07406;0.01521;0.07793;0.04588
1101.56522;0.03202;0.06441;0.14424;0.05223;0.13645;0.01345;0.08096;0.07649;0.01495;0.06218;0.04421
1104.14247;0.0287;0.06757;0.18952;0.05485;0.14546;0.01171;0.07745;0.07719;0.01456;0.05058;0.04143
1106.71892;0.0262;0.07428;0.22422;0.05763;0.15412;0.00892;0.07383;0.07763;0.0144;0.04494;0.03905
1109.29455;0.02386;0.09265;0.23983;0.06147;0.16101;0.00717;0.07007;0.07631;0.01705;0.04172;0.03578
1111.86938;0.02208;0.11898;0.23415;0.06234;0.16178;0.00493;0.06649;0.07636;0.03204;0.03875;0.03176
1114.4434;0.02079;0.14972;0.20758;0.06093;0.1579;0.00442;0.06316;0.07353;0.05779;0.03749;0.02823
1117.01662;0.01986;0.17251;0.16655;0.05715;0.14814;0.00382;0.06057;0.0731;0.08472;0.03386;0.02589
1119.58903;0.01901;0.18123;0.11872;0.05077;0.13327;0.00376;0.05858;0.07036;0.10505;0.02868;0.02116
1122.16064;0.01835;0.17362;0.07652;0.04433;0.11559;0.00399;0.05717;0.06798;0.11477;0.02452;0.01754
1124.73144;0.01828;0.14866;0.04979;0.03582;0.09787;0.00493;0.05595;0.06615;0.11224;0.02047;0.01533
1127.30144;0.01922;0.11452;0.03698;0.03162;0.081;0.00737;0.05476;0.06131;0.09812;0.01745;0.01376
1129.87064;0.02051;0.07388;0.03242;0.02971;0.06609;0.01143;0.0542;0.056;0.07396;0.01465;0.01254
1132.43903;0.02238;0.03709;0.03318;0.02915;0.05526;0.02048;0.05538;0.05055;0.04503;0.01249;0.01274
1135.00661;0.026;0.0141;0.03629;0.03057;0.04694;0.03907;0.0586;0.04628;0.01976;0.01046;0.01144
1137.5734;0.03496;0.00546;0.04054;0.03032;0.03991;0.0607;0.06434;0.04159;0.00833;0.00942;0.01238
1140.13938;0.04918;0.00387;0.04434;0.02958;0.03475;0.08516;0.07241;0.03571;0.00664;0.00927;0.01549
1142.70456;0.06416;0.00636;0.04753;0.02756;0.03084;0.10392;0.08237;0.03289;0.00742;0.00895;0.01957
1145.26894;0.07703;0.00833;0.04854;0.02397;0.02743;0.11912;0.09278;0.03017;0.00803;0.00968;0.02616
1147.83251;0.08531;0.01093;0.04781;0.01969;0.02577;0.13025;0.10165;0.02883;0.00799;0.0091;0.03787
1150.39529;0.08803;0.0155;0.04771;0.01699;0.02562;0.13774;0.10693;0.02827;0.00954;0.00864;0.04919
1152.95726;0.08508;0.02323;0.04749;0.01705;0.02622;0.14728;0.10765;0.02378;0.01288;0.00858;0.05637
1155.51843;0.07644;0.03211;0.0482;0.01827;0.02993;0.1584;0.10471;0.02376;0.01816;0.00804;0.06073
1158.0788;0.06484;0.04041;0.0507;0.0212;0.03948;0.16615;0.10019;0.02355;0.02297;0.00759;0.06217
1160.63838;0.05498;0.04641;0.05325;0.02507;0.05253;0.16862;0.09621;0.02656;0.02589;0.00694;0.05746
1163.19715;0.05469;0.04944;0.05976;0.03053;0.06766;0.15982;0.0948;0.0302;0.02643;0.00728;0.05115
1165.75512;0.06527;0.04748;0.07661;0.0427;0.08186;0.14077;0.09718;0.03618;0.02501;0.00786;0.04387
1168.3123;0.08017;0.04196;0.10462;0.06676;0.092;0.11028;0.10371;0.04519;0.02138;0.0086;0.0415
1170.86867;0.09807;0.03327;0.13744;0.10752;0.09553;0.07648;0.11371;0.05429;0.01604;0.00884;0.04532
1173.42425;0.11245;0.02439;0.16364;0.16507;0.09237;0.04356;0.12545;0.06088;0.00947;0.00761;0.05647
1175.97903;0.12482;0.01765;0.17996;0.22619;0.0823;0.01867;0.13748;0.06749;0.005;0.00708;0.06716
1178.53301;0.13338;0.01371;0.18183;0.27299;0.068;0.00773;0.14834;0.06971;0.00321;0.00636;0.07906
1181.08619;0.13921;0.01299;0.17099;0.30173;0.05292;0.00635;0.15736;0.07231;0.00326;0.00593;0.09009
1183.63858;0.14181;0.01516;0.14779;0.31005;0.04091;0.00661;0.16481;0.07342;0.00342;0.00505;0.10118
1186.19017;0.14384;0.02112;0.11749;0.30122;0.03166;0.00782;0.17062;0.07351;0.00333;0.00373;0.10878
1188.74097;0.14632;0.02825;0.08934;0.27278;0.02679;0.00924;0.17417;0.07287;0.00369;0.00374;0.11583
1191.29096;0.14991;0.03589;0.0721;0.23446;0.02442;0.00948;0.17464;0.07257;0.0039;0.00403;0.12314
1193.84017;0.14803;0.04064;0.0663;0.19617;0.02344;0.01047;0.17117;0.07232;0.00393;0.00424;0.12981
1196.38857;0.14154;0.04455;0.06686;0.16847;0.02276;0.01135;0.16382;0.06976;0.00378;0.00409;0.13358
1198.93619;0.12835;0.04546;0.0661;0.15234;0.02234;0.01443;0.15288;0.06508;0.00305;0.00429;0.13383
1201.483;0.11233;0.04451;0.06599;0.1368;0.02198;0.01996;0.13979;0.06237;0.00258;0.00454;0.1263
1204.02903;0.09496;0.04057;0.06757;0.11764;0.02146;0.03073;0.12562;0.05705;0.00255;0.00457;0.11461
1206.57426;0.08005;0.03463;0.07323;0.10123;0.0202;0.0444;0.11187;0.05499;0.00242;0.00402;0.09904
1209.11869;0.06728;0.03031;0.0822;0.0896;0.0194;0.05626;0.10014;0.05256;0.00247;0.0036;0.0838
1211.66234;0.05853;0.02825;0.09746;0.08329;0.01904;0.06332;0.09111;0.05038;0.00237;0.00214;0.06857
1214.20518;0.05203;0.02791;0.11622;0.07702;0.01851;0.06447;0.08462;0.04844;0.00284;0.00213;0.05774
1216.74724;0.04808;0.03034;0.13854;0.07521;0.01855;0.05885;0.0801;0.04707;0.00312;0.00214;0.05065
1219.28851;0.04379;0.03465;0.16251;0.07518;0.01959;0.04977;0.07683;0.04406;0.00335;0.00291;0.04487
1221.82898;0.04058;0.04133;0.18799;0.07811;0.021;0.03693;0.07437;0.0408;0.00333;0.0039;0.04155
